Date,Account,Category,Subcategory,Note,MYR,Income/Expense,Description,Amount,Currency,Account2,Note2,Account3
4/7/2024,Cash,🍜 Food,Dinner,,12.5,Expense,,12.5,MYR,12.5,,
5/7/2024,Public Bank,🧘🏼 Health,Medicine,,49,Expense,,49,MYR,49,,
5/7/2024,Cash,🧘🏼 Health,Gunting Rambut,,12,Expense,,12,MYR,12,,
5/7/2024,Cash,🍜 Food,Breakfast,,9.2,Expense,,9.2,MYR,9.2,,
6/7/2024,Cash,🍜 Food,Lunch,,12.3,Expense,,12.3,MYR,12.3,,
6/7/2024,Cash,🧘🏼 Health,Gym,,8,Expense,,8,MYR,8,,
6/7/2024,Public Bank,🍜 Food,Dinner,,19.3,Expense,,19.3,MYR,19.3,,
7/7/2024,Public Bank,🍜 Food,Dinner,,39.97,Expense,,39.97,MYR,39.97,,
8/7/2024,Public Bank,💰 Salary,,,1858.75,Income,,1858.75,MYR,1858.75,,
8/7/2024,Public Bank,PTPTN,,,50,Expense,,50,MYR,50,,
8/7/2024,Public Bank,Phone,Maxis,,72.5,Expense,,72.5,MYR,72.5,,
8/7/2024,Public Bank,Mak,,,100,Expense,,100,MYR,100,,
8/7/2024,Public Bank,🍜 Food,Dinner,,30.45,Expense,,30.45,MYR,30.45,,
9/7/2024,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100,,
9/7/2024,Public Bank,Other,,Fees,1,Expense,,1,MYR,1,,
9/7/2024,Public Bank,Other,Other,,220.08,Expense,,220.08,MYR,220.08,,
9/7/2024,Public Bank,SIMPANAN,ASB,,250,Expense,,250,MYR,250,,
9/7/2024,Cash,🍜 Food,Breakfast,,2,Expense,,2,MYR,2,,
9/7/2024,Cash,🍜 Food,Lunch,,5,Expense,,5,MYR,5,,
9/7/2024,Public Bank,🧘🏼 Health,Medicine,,16,Expense,,16,MYR,16,,
9/7/2024,Cash,🍜 Food,Groceries,,16.9,Expense,,16.9,MYR,16.9,,
9/7/2024,Cash,🍜 Food,Dinner,,12.3,Expense,,12.3,MYR,12.3,,
9/7/2024,Public Bank,Other,Other,Kak Ani,100,Expense,,100,MYR,100,,
9/7/2024,Public Bank,Other,Hutang,Hutang Sewa Pami Baki 900,50,Expense,,50,MYR,50,,
10/7/2024,Public Bank,🎮 Game,Honkai Star Rail,,19.9,Expense,,19.9,MYR,19.9,,
10/7/2024,Cash,🍜 Food,Breakfast,,2,Expense,,2,MYR,2,,
10/7/2024,Cash,🍜 Food,Lunch,,8.5,Expense,,8.5,MYR,8.5,,
10/7/2024,Public Bank,🍜 Food,Groceries,,25.8,Expense,,25.8,MYR,25.8,,
10/7/2024,Public Bank,🍜 Food,Beverages,,13.7,Expense,,13.7,MYR,13.7,,
10/7/2024,Public Bank,🍜 Food,Dinner,,27.8,Expense,,27.8,MYR,27.8,,
11/7/2024,Cash,🍜 Food,Breakfast,,2,Expense,,2,MYR,2,,
11/7/2024,Cash,🍜 Food,Lunch,,12.5,Expense,,12.5,MYR,12.5,,
12/7/2024,Cash,🍜 Food,Beverages,,4,Expense,,4,MYR,4,,
12/7/2024,Cash,🍜 Food,Lunch,,9,Expense,,9,MYR,9,,
12/7/2024,Cash,🍜 Food,Lunch,,8,Expense,,8,MYR,8,,
12/7/2024,Cash,🍜 Food,Lunch,,7,Expense,,7,MYR,7,,
13/7/2024,Public Bank,🧘🏼 Health,Gym,,8,Expense,,8,MYR,8,,
13/7/2024,Cash,🍜 Food,Dinner,,19.3,Expense,,19.3,MYR,19.3,,
14/7/2024,Public Bank,🧘🏼 Health,Toiletries,,46.25,Expense,,46.25,MYR,46.25,,
14/7/2024,Public Bank,🍜 Food,Groceries,,108.9,Expense,,108.9,MYR,108.9,,
14/7/2024,Public Bank,🍜 Food,Lunch,,46.3,Expense,,46.3,MYR,46.3,,
15/7/2024,Cash,🍜 Food,Breakfast,,2,Expense,,2,MYR,2,,
15/7/2024,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100,,
15/7/2024,Public Bank,Other,,Fees,1,Expense,,1,MYR,1,,
15/7/2024,Cash,🍜 Food,Lunch,,9.5,Expense,,9.5,MYR,9.5,,
15/7/2024,Cash,🍜 Food,Groceries,,18.5,Expense,,18.5,MYR,18.5,,
16/7/2024,Bank Islam,🤑 Allowance,,,40,Income,,40,MYR,40,,
17/7/2024,Cash,Other,Other,,6.9,Expense,,6.9,MYR,6.9,,
17/7/2024,Cash,🍜 Food,Breakfast,,3,Expense,,3,MYR,3,,
17/7/2024,Cash,🍜 Food,Lunch,,4.5,Expense,,4.5,MYR,4.5,,
17/7/2024,Cash,🍜 Food,Groceries,,12.4,Expense,,12.4,MYR,12.4,,
18/7/2024,Cash,🍜 Food,Lunch,,6.5,Expense,,6.5,MYR,6.5,,
19/7/2024,Cash,🍜 Food,Lunch,,27,Expense,,27,MYR,27,,
20/7/2024,Cash,🍜 Food,Dinner,,14.3,Expense,,14.3,MYR,14.3,,
20/7/2024,Cash,🧘🏼 Health,Gym,,8,Expense,,8,MYR,8,,
20/7/2024,Public Bank,🍜 Food,Groceries,,135.6,Expense,,135.6,MYR,135.6,,
22/7/2024,Bank Islam,Cash,,,50,Transfer-Out,,50,MYR,50,,
22/7/2024,Bank Islam,Other,,Fees,1,Expense,,1,MYR,1,,
22/7/2024,Public Bank,Cash,,,50,Transfer-Out,,50,MYR,50,,
22/7/2024,Public Bank,Other,,Fees,1,Expense,,1,MYR,1,,
22/7/2024,Cash,🍜 Food,Breakfast,,3,Expense,,3,MYR,3,,
22/7/2024,Cash,🍜 Food,Lunch,,5.5,Expense,,5.5,MYR,5.5,,
22/7/2024,Public Bank,🧘🏼 Health,Medicine,,7.5,Expense,,7.5,MYR,7.5,,
23/7/2024,Cash,🍜 Food,Lunch,,8.5,Expense,,8.5,MYR,8.5,,
23/7/2024,Cash,🍜 Food,Groceries,,3,Expense,,3,MYR,3,,
23/7/2024,Public Bank,🍜 Food,Groceries,,24.7,Expense,,24.7,MYR,24.7,,
24/7/2024,Cash,🍜 Food,Breakfast,,1.1,Expense,,1.1,MYR,1.1,,
24/7/2024,Cash,🍜 Food,Lunch,,8.5,Expense,,8.5,MYR,8.5,,
25/7/2024,Cash,🍜 Food,Dinner,,12.5,Expense,,12.5,MYR,12.5,,
25/7/2024,Cash,🍜 Food,Lunch,,6.5,Expense,,6.5,MYR,6.5,,
25/7/2024,Public Bank,Other,Movies,,70.5,Expense,,70.5,MYR,70.5,,
26/7/2024,Public Bank,🧘🏼 Health,Toiletries,,7.09,Expense,,7.09,MYR,7.09,,
26/7/2024,Public Bank,🧘🏼 Health,Toiletries,,7.8,Expense,,7.8,MYR,7.8,,
26/7/2024,Cash,🍜 Food,Breakfast,,3,Expense,,3,MYR,3,,
26/7/2024,Cash,🍜 Food,Lunch,,6.5,Expense,,6.5,MYR,6.5,,
26/7/2024,Cash,🍜 Food,Dinner,,9,Expense,,9,MYR,9,,
26/7/2024,Cash,🍜 Food,Beverages,,4,Expense,,4,MYR,4,,
28/7/2024,Cash,🤑 Allowance,,,7,Income,,7,MYR,7,,
28/7/2024,Public Bank,🧘🏼 Health,Medical Checkup,,30,Expense,,30,MYR,30,,
28/7/2024,Cash,🍜 Food,Lunch,,11.5,Expense,,11.5,MYR,11.5,,
28/7/2024,Cash,Touch N Go,,,20,Expense,,20,MYR,20,,
28/7/2024,Cash,🍜 Food,Beverages,,5.6,Expense,,5.6,MYR,5.6,,
28/7/2024,Public Bank,🤑 Allowance,,Sewa Rumah,400,Income,,400,MYR,400,,
29/7/2024,Cash,🍜 Food,Breakfast,,2.5,Expense,,2.5,MYR,2.5,,
29/7/2024,Cash,🍜 Food,Beverages,,2.2,Expense,,2.2,MYR,2.2,,
29/7/2024,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100,,
29/7/2024,Public Bank,Other,,Fees,1,Expense,,1,MYR,1,,
29/7/2024,Cash,🍜 Food,Lunch,,7.5,Expense,,7.5,MYR,7.5,,
29/7/2024,Public Bank,🍜 Food,Groceries,,22.25,Expense,,22.25,MYR,22.25,,
30/7/2024,Cash,🍜 Food,Breakfast,,1,Expense,,1,MYR,1,,
30/7/2024,Cash,🍜 Food,Lunch,,5.5,Expense,,5.5,MYR,5.5,,
30/7/2024,Cash,🍜 Food,Groceries,,6.9,Expense,,6.9,MYR,6.9,,
31/7/2024,Public Bank,Phone,Yoodo,,17,Expense,,17,MYR,17,,
31/7/2024,Cash,🍜 Food,Breakfast,,2,Expense,,2,MYR,2,,
31/7/2024,Cash,🍜 Food,Beverages,,2.8,Expense,,2.8,MYR,2.8,,
31/7/2024,Cash,🍜 Food,Lunch,,9.5,Expense,,9.5,MYR,9.5,,
1/8/2024,Cash,🍜 Food,Breakfast,,4,Expense,,4,MYR,4,,
1/8/2024,Cash,🍜 Food,Groceries,,25.3,Expense,,25.3,MYR,25.3,,
2/8/2024,Public Bank,🧘🏼 Health,Medical Checkup,,1,Expense,,1,MYR,1,,
2/8/2024,Public Bank,🧘🏼 Health,Medical Checkup,,2,Expense,,2,MYR,2,,
2/8/2024,Cash,🍜 Food,Lunch,,8,Expense,,8,MYR,8,,
2/8/2024,Cash,🍜 Food,Dinner,,14,Expense,,14,MYR,14,,
2/8/2024,Public Bank,Bank Islam,,Sewa Rumah,50,Transfer-Out,,50,MYR,50,,
2/8/2024,Bank Islam,Rent,,,50,Expense,,50,MYR,50,,
3/8/2024,Cash,🧘🏼 Health,Gym,,8,Expense,,8,MYR,8,,
3/8/2024,Cash,🍜 Food,Dinner,,9.8,Expense,,9.8,MYR,9.8,,
4/8/2024,Cash,🚖 Transport,Parking Ticket,,2,Expense,,2,MYR,2,,
4/8/2024,Public Bank,🤑 Allowance,,,50,Income,,50,MYR,50,,
5/8/2024,Public Bank,Cash,,,50,Transfer-Out,,50,MYR,50,,
5/8/2024,Public Bank,Other,,Fees,1,Expense,,1,MYR,1,,
5/8/2024,Cash,🍜 Food,Breakfast,,3,Expense,,3,MYR,3,,
5/8/2024,Cash,🍜 Food,Lunch,,3,Expense,,3,MYR,3,,
6/8/2024,Cash,🍜 Food,Breakfast,,4.5,Expense,,4.5,MYR,4.5,,
6/8/2024,Cash,🍜 Food,Lunch,,4.5,Expense,,4.5,MYR,4.5,,
6/8/2024,Cash,🍜 Food,Dinner,,13.2,Expense,,13.2,MYR,13.2,,
7/8/2024,Cash,🍜 Food,Breakfast,,4.5,Expense,,4.5,MYR,4.5,,
7/8/2024,Cash,🍜 Food,Lunch,,4.5,Expense,,4.5,MYR,4.5,,
8/8/2024,Public Bank,💰 Salary,,,1858.75,Income,,1858.75,MYR,1858.75,,
8/8/2024,SSPN,Public Bank,,,200,Transfer-Out,,200,MYR,200,,
8/8/2024,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100,,
8/8/2024,Public Bank,Other,,Fees,1,Expense,,1,MYR,1,,
8/8/2024,Cash,🍜 Food,Breakfast,,3,Expense,,3,MYR,3,,
8/8/2024,Cash,🍜 Food,Lunch,,6,Expense,,6,MYR,6,,
8/8/2024,Cash,Touch N Go,,,50,Expense,,50,MYR,50,,
8/8/2024,Cash,Other,Other,Pin Tilam,2.4,Expense,,2.4,MYR,2.4,,
8/8/2024,Cash,🍜 Food,Dinner,,13.8,Expense,,13.8,MYR,13.8,,
9/8/2024,Cash,🍜 Food,Breakfast,,3,Expense,,3,MYR,3,,
9/8/2024,Cash,🍜 Food,Beverages,,4,Expense,,4,MYR,4,,
9/8/2024,Cash,🍜 Food,Lunch,,4,Expense,,4,MYR,4,,
9/8/2024,Cash,🍜 Food,Lunch,,9,Expense,,9,MYR,9,,
9/8/2024,Cash,Other,Other,,1,Expense,,1,MYR,1,,
10/8/2024,Public Bank,Mak,,,150,Expense,,150,MYR,150,,
10/8/2024,Public Bank,Kak Ani,,,100,Expense,,100,MYR,100,,
10/8/2024,Public Bank,Phone,Maxis,,47.7,Expense,,47.7,MYR,47.7,,
10/8/2024,Public Bank,Other,Hutang,Hutang Sewa Pami Baki 850,50,Expense,,50,MYR,50,,
10/8/2024,Cash,🍜 Food,Groceries,,7.9,Expense,,7.9,MYR,7.9,,
10/8/2024,Cash,🧘🏼 Health,Dobi,,6,Expense,,6,MYR,6,,
10/8/2024,Cash,🧘🏼 Health,Dobi,,9.5,Expense,,9.5,MYR,9.5,,
10/8/2024,Cash,🧘🏼 Health,Gunting Rambut,,12,Expense,,12,MYR,12,,
10/8/2024,Cash,🍜 Food,Lunch,,12.7,Expense,,12.7,MYR,12.7,,
10/8/2024,Public Bank,🧘🏼 Health,Gym,,8,Expense,,8,MYR,8,,
10/8/2024,Public Bank,🍜 Food,Dinner,,15.3,Expense,,15.3,MYR,15.3,,
10/8/2024,Public Bank,🍜 Food,Groceries,,47.8,Expense,,47.8,MYR,47.8,,
10/8/2024,Public Bank,🎮 Game,Arknight,,21.99,Expense,,21.99,MYR,21.99,,
11/8/2024,Public Bank,PTPTN,,,50,Expense,,50,MYR,50,,
11/8/2024,Public Bank,🍜 Food,Lunch,,12.1,Expense,,12.1,MYR,12.1,,
11/8/2024,Public Bank,Bank Islam,,,650,Transfer-Out,,650,MYR,650,,
11/8/2024,Public Bank,🍜 Food,Groceries,,79.25,Expense,,79.25,MYR,79.25,,
12/8/2024,Public Bank,Other,Books,,7.99,Expense,,7.99,MYR,7.99,,
12/8/2024,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100,,
12/8/2024,Public Bank,Other,,Fees,1,Expense,,1,MYR,1,,
12/8/2024,Cash,🍜 Food,Lunch,,10,Expense,,10,MYR,10,,
13/8/2024,Cash,🍜 Food,Lunch,,9.5,Expense,,9.5,MYR,9.5,,
14/8/2024,Cash,🍜 Food,Breakfast,,2,Expense,,2,MYR,2,,
14/8/2024,Public Bank,🎮 Game,Azurlane,,29.99,Expense,,29.99,MYR,29.99,,
14/8/2024,Cash,🍜 Food,Lunch,,7.5,Expense,,7.5,MYR,7.5,,
15/8/2024,Public Bank,🎮 Game,Honkai Star Rail,,19.9,Expense,,19.9,MYR,19.9,,
15/8/2024,Cash,🍜 Food,Breakfast,,5,Expense,,5,MYR,5,,
15/8/2024,Cash,🍜 Food,Breakfast,,4,Expense,,4,MYR,4,,
15/8/2024,Cash,🍜 Food,Lunch,,5.5,Expense,,5.5,MYR,5.5,,
16/8/2024,Public Bank,🍜 Food,Groceries,,16.5,Expense,,16.5,MYR,16.5,,
17/8/2024,Public Bank,🚖 Transport,Train,,10,Expense,,10,MYR,10,,
17/8/2024,Public Bank,🍜 Food,Lunch,,24.05,Expense,,24.05,MYR,24.05,,
17/8/2024,Public Bank,🧘🏼 Health,Toiletries,,31,Expense,,31,MYR,31,,
17/8/2024,Public Bank,🍜 Food,Beverages,,15,Expense,,15,MYR,15,,
18/8/2024,Cash,🍜 Food,Dinner,,11.5,Expense,,11.5,MYR,11.5,,
18/8/2024,Public Bank,🍜 Food,Groceries,,35.4,Expense,,35.4,MYR,35.4,,
19/8/2024,Cash,🍜 Food,Lunch,,8,Expense,,8,MYR,8,,
20/8/2024,Cash,🍜 Food,Breakfast,,4,Expense,,4,MYR,4,,
20/8/2024,Cash,🍜 Food,Lunch,,5,Expense,,5,MYR,5,,
20/8/2024,Cash,🍜 Food,Beverages,,2.8,Expense,,2.8,MYR,2.8,,
21/8/2024,Cash,🍜 Food,Lunch,,10,Expense,,10,MYR,10,,
22/8/2024,Cash,🍜 Food,Breakfast,,5,Expense,,5,MYR,5,,
23/8/2024,Cash,🍜 Food,Lunch,,12,Expense,,12,MYR,12,,
23/8/2024,Cash,🍜 Food,Lunch,,9,Expense,,9,MYR,9,,
23/8/2024,Cash,🍜 Food,Dinner,,9,Expense,,9,MYR,9,,
24/8/2024,Public Bank,SIMPANAN,KWSP,,10,Expense,,10,MYR,10,,
24/8/2024,Public Bank,🚖 Transport,Train,,10,Expense,,10,MYR,10,,
24/8/2024,Public Bank,🍜 Food,Lunch,,25.9,Expense,,25.9,MYR,25.9,,
24/8/2024,Public Bank,🧘🏼 Health,Toiletries,,30.3,Expense,,30.3,MYR,30.3,,
24/8/2024,Public Bank,🧘🏼 Health,Toiletries,,25.6,Expense,,25.6,MYR,25.6,,
24/8/2024,Public Bank,🍜 Food,Groceries,,89.15,Expense,,89.15,MYR,89.15,,
24/8/2024,Cash,🍜 Food,Beverages,,4.5,Expense,,4.5,MYR,4.5,,
25/8/2024,Cash,🍜 Food,Lunch,,10.9,Expense,,10.9,MYR,10.9,,
25/8/2024,Public Bank,🍜 Food,Groceries,,39.05,Expense,,39.05,MYR,39.05,,
25/8/2024,Bank Islam,🤑 Allowance,,Sewa Rumah,350,Income,,350,MYR,350,,
26/8/2024,Cash,🍜 Food,Lunch,,8.5,Expense,,8.5,MYR,8.5,,
27/8/2024,Cash,🍜 Food,Lunch,,12,Expense,,12,MYR,12,,
27/8/2024,Cash,🍜 Food,Beverages,,4,Expense,,4,MYR,4,,
28/8/2024,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100,,
28/8/2024,Public Bank,Other,,Fees,1,Expense,,1,MYR,1,,
28/8/2024,Cash,🍜 Food,Breakfast,,3,Expense,,3,MYR,3,,
28/8/2024,Cash,🍜 Food,Lunch,,6.5,Expense,,6.5,MYR,6.5,,
29/8/2024,Cash,🍜 Food,Lunch,,6.5,Expense,,6.5,MYR,6.5,,
29/8/2024,Bank Islam,Public Bank,,,250,Transfer-Out,,250,MYR,250,,
29/8/2024,Bank Islam,Other,,Fees,0.1,Expense,,0.1,MYR,0.1,,
30/8/2024,Public Bank,Phone,Yoodo,,17,Expense,,17,MYR,17,,
30/8/2024,Cash,🍜 Food,Breakfast,,2,Expense,,2,MYR,2,,
30/8/2024,Cash,🍜 Food,Lunch,,14,Expense,,14,MYR,14,,
31/8/2024,Public Bank,🤑 Allowance,,,100,Income,,100,MYR,100,,
31/8/2024,Cash,🍜 Food,Lunch,,9.8,Expense,,9.8,MYR,9.8,,
31/8/2024,Public Bank,🍜 Food,Groceries,,54.45,Expense,,54.45,MYR,54.45,,
31/8/2024,Public Bank,🤑 Allowance,,STR,50,Income,,50,MYR,50,,
1/9/2024,Bank Islam,Rent,,,450,Expense,,450,MYR,450,,
1/9/2024,Cash,🍜 Food,Dinner,,12,Expense,,12,MYR,12,,
1/9/2024,Public Bank,🍜 Food,Groceries,,14.9,Expense,,14.9,MYR,14.9,,
1/9/2024,Public Bank,🧘🏼 Health,Toiletries,,10.5,Expense,,10.5,MYR,10.5,,
1/9/2024,Public Bank,Other,Other,,59.96,Expense,,59.96,MYR,59.96,,
1/9/2024,Public Bank,🎮 Game,Genshin Impact,,19.9,Expense,,19.9,MYR,19.9,,
2/9/2024,Cash,🍜 Food,Lunch,,11,Expense,,11,MYR,11,,
3/9/2024,Cash,🍜 Food,Breakfast,,2,Expense,,2,MYR,2,,
3/9/2024,Cash,🍜 Food,Lunch,,9.5,Expense,,9.5,MYR,9.5,,
4/9/2024,Cash,🍜 Food,Lunch,,10.5,Expense,,10.5,MYR,10.5,,
4/9/2024,Cash,🍜 Food,Dinner,,13.5,Expense,,13.5,MYR,13.5,,
4/9/2024,Cash,🍜 Food,Groceries,,5.2,Expense,,5.2,MYR,5.2,,
5/9/2024,Cash,🍜 Food,Lunch,,5.5,Expense,,5.5,MYR,5.5,,
5/9/2024,Cash,🍜 Food,Groceries,,7.8,Expense,,7.8,MYR,7.8,,
6/9/2024,Cash,🍜 Food,Lunch,,7,Expense,,7,MYR,7,,
6/9/2024,Cash,🍜 Food,Lunch,,10,Expense,,10,MYR,10,,
7/9/2024,Cash,🍜 Food,Eating out,,7,Expense,,7,MYR,7,,
7/9/2024,Cash,Other,Other,Hadiah Kawin,10,Expense,,10,MYR,10,,
7/9/2024,Cash,🍜 Food,Beverages,,1.5,Expense,,1.5,MYR,1.5,,
7/9/2024,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100,,
7/9/2024,Public Bank,Other,,Fees,1,Expense,,1,MYR,1,,
8/9/2024,Cash,🧘🏼 Health,Dobi,,10,Expense,,10,MYR,10,,
8/9/2024,Cash,🧘🏼 Health,Gunting Rambut,,12,Expense,,12,MYR,12,,
8/9/2024,Cash,Touch N Go,,,30,Expense,,30,MYR,30,,
8/9/2024,Cash,🍜 Food,Lunch,,12.1,Expense,,12.1,MYR,12.1,,
8/9/2024,Public Bank,🚖 Transport,Train,,10,Expense,,10,MYR,10,,
8/9/2024,Cash,🍜 Food,Dinner,,12,Expense,,12,MYR,12,,
8/9/2024,Cash,🍜 Food,Beverages,,5,Expense,,5,MYR,5,,
8/9/2024,Cash,Public Bank,,,5,Transfer-Out,,5,MYR,5,,
8/9/2024,Cash,🚖 Transport,Bus,,1.1,Expense,,1.1,MYR,1.1,,
8/9/2024,Public Bank,🎮 Game,Honkai Star Rail,,39.9,Expense,,39.9,MYR,39.9,,
9/9/2024,Public Bank,💰 Salary,,,1858.75,Income,,1858.75,MYR,1858.75,,
9/9/2024,Public Bank,Phone,Maxis,,47.7,Expense,,47.7,MYR,47.7,,
9/9/2024,Public Bank,Mak,,,100,Expense,,100,MYR,100,,
9/9/2024,Public Bank,Kak Ani,,,100,Expense,,100,MYR,100,,
9/9/2024,Public Bank,Other,Hutang,Pami 800,50,Expense,,50,MYR,50,,
9/9/2024,Public Bank,Bank Islam,,,450,Transfer-Out,,450,MYR,450,,
9/9/2024,Cash,🍜 Food,Breakfast,,4,Expense,,4,MYR,4,,
9/9/2024,Cash,🍜 Food,Beverages,,2.2,Expense,,2.2,MYR,2.2,,
9/9/2024,Public Bank,🍜 Food,Groceries,,58.65,Expense,,58.65,MYR,58.65,,
10/9/2024,Cash,🍜 Food,Lunch,,7.5,Expense,,7.5,MYR,7.5,,
11/9/2024,Public Bank,🧘🏼 Health,Medical Checkup,,3,Expense,,3,MYR,3,,
11/9/2024,Cash,🍜 Food,Lunch,,12.5,Expense,,12.5,MYR,12.5,,
11/9/2024,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100,,
11/9/2024,Public Bank,Other,,Fees,1,Expense,,1,MYR,1,,
12/9/2024,Cash,🍜 Food,Lunch,,8,Expense,,8,MYR,8,,
12/9/2024,Cash,🍜 Food,Beverages,,3,Expense,,3,MYR,3,,
12/9/2024,Bank Islam,SIMPANAN,Rize,,50,Expense,,50,MYR,50,,
13/9/2024,Cash,🍜 Food,Lunch,,12,Expense,,12,MYR,12,,
13/9/2024,Cash,🍜 Food,Eating out,,2,Expense,,2,MYR,2,,
14/9/2024,Cash,🍜 Food,Breakfast,,1.6,Expense,,1.6,MYR,1.6,,
14/9/2024,Cash,🍜 Food,Beverages,,3.8,Expense,,3.8,MYR,3.8,,
14/9/2024,Cash,🍜 Food,Dinner,,10.9,Expense,,10.9,MYR,10.9,,
15/9/2024,Cash,🚖 Transport,Bus,,1.1,Expense,,1.1,MYR,1.1,,
15/9/2024,Public Bank,🍜 Food,Lunch,,37.4,Expense,,37.4,MYR,37.4,,
15/9/2024,Public Bank,🧘🏼 Health,Toiletries,,82.15,Expense,,82.15,MYR,82.15,,
15/9/2024,Public Bank,🍜 Food,Groceries,,81.05,Expense,,81.05,MYR,81.05,,
15/9/2024,Cash,🚖 Transport,Minyak,,5,Expense,,5,MYR,5,,
16/9/2024,Cash,Touch N Go,,,20,Expense,,20,MYR,20,,
16/9/2024,Cash,🍜 Food,Beverages,,3.1,Expense,,3.1,MYR,3.1,,
16/9/2024,Cash,🍜 Food,Lunch,,8,Expense,,8,MYR,8,,
16/9/2024,Public Bank,🍜 Food,Groceries,,37,Expense,,37,MYR,37,,
16/9/2024,Public Bank,🍜 Food,Groceries,,9.9,Expense,,9.9,MYR,9.9,,
17/9/2024,Cash,🍜 Food,Lunch,,7.5,Expense,,7.5,MYR,7.5,,
17/9/2024,Public Bank,Other,Other,Claude,92.21,Expense,,92.21,MYR,92.21,,
18/9/2024,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100,,
18/9/2024,Public Bank,Other,,Fees,1,Expense,,1,MYR,1,,
18/9/2024,Public Bank,🎮 Game,Honkai Star Rail,,19.9,Expense,,19.9,MYR,19.9,,
19/9/2024,Cash,🍜 Food,Lunch,,10,Expense,,10,MYR,10,,
19/9/2024,Cash,🍜 Food,Lunch,,3,Expense,,3,MYR,3,,
19/9/2024,Cash,🍜 Food,Beverages,,5,Expense,,5,MYR,5,,
20/9/2024,Cash,🍜 Food,Lunch,,15,Expense,,15,MYR,15,,
20/9/2024,Cash,🍜 Food,Lunch,,5,Expense,,5,MYR,5,,
20/9/2024,Cash,🍜 Food,Beverages,,2.2,Expense,,2.2,MYR,2.2,,
22/9/2024,Public Bank,🎮 Game,Arknight,,21.99,Expense,,21.99,MYR,21.99,,
22/9/2024,Cash,🍜 Food,Dinner,,8,Expense,,8,MYR,8,,
22/9/2024,Cash,🍜 Food,Beverages,,3.5,Expense,,3.5,MYR,3.5,,
22/9/2024,Public Bank,🍜 Food,Groceries,,42,Expense,,42,MYR,42,,
23/9/2024,Cash,🍜 Food,Breakfast,,3,Expense,,3,MYR,3,,
23/9/2024,Cash,🍜 Food,Lunch,,7,Expense,,7,MYR,7,,
24/9/2024,Cash,🍜 Food,Breakfast,,3,Expense,,3,MYR,3,,
24/9/2024,Cash,🍜 Food,Lunch,,5.5,Expense,,5.5,MYR,5.5,,
24/9/2024,Bank Islam,Cash,,,100,Transfer-Out,,100,MYR,100,,
25/9/2024,Cash,🍜 Food,Breakfast,,1,Expense,,1,MYR,1,,
25/9/2024,Cash,🍜 Food,Lunch,,7.5,Expense,,7.5,MYR,7.5,,
25/9/2024,Public Bank,🍜 Food,Groceries,,5.7,Expense,,5.7,MYR,5.7,,
26/9/2024,Cash,🍜 Food,Breakfast,,1,Expense,,1,MYR,1,,
26/9/2024,Cash,🍜 Food,Lunch,,5,Expense,,5,MYR,5,,
26/9/2024,Cash,🍜 Food,Lunch,,4.5,Expense,,4.5,MYR,4.5,,
26/9/2024,Cash,🍜 Food,Lunch,,10,Expense,,10,MYR,10,,
27/9/2024,Public Bank,Other,Other,Berry Baju Tokopedia,73.73,Expense,,73.73,MYR,73.73,,
27/9/2024,Public Bank,🍜 Food,Groceries,,13.1,Expense,,13.1,MYR,13.1,,
27/9/2024,Bank Islam,🤑 Allowance,,Sewa Rumah,200,Income,,200,MYR,200,,
28/9/2024,Public Bank,PTPTN,,,50,Expense,,50,MYR,50,,
28/9/2024,Public Bank,🤑 Allowance,,,50,Income,,50,MYR,50,,
28/9/2024,Cash,🍜 Food,Dinner,,13.9,Expense,,13.9,MYR,13.9,,
29/9/2024,Public Bank,Phone,Yoodo,,17,Expense,,17,MYR,17,,
29/9/2024,Cash,🍜 Food,Breakfast,,8.5,Expense,,8.5,MYR,8.5,,
29/9/2024,Public Bank,🍜 Food,Groceries,,13,Expense,,13,MYR,13,,
29/9/2024,Cash,🍜 Food,Dinner,,12.5,Expense,,12.5,MYR,12.5,,
29/9/2024,Bank Islam,Rent,,,450,Expense,,450,MYR,450,,
30/9/2024,Cash,🍜 Food,Breakfast,,3,Expense,,3,MYR,3,,
30/9/2024,Cash,🍜 Food,Lunch,,7.5,Expense,,7.5,MYR,7.5,,
1/10/2024,Cash,🍜 Food,Breakfast,,1,Expense,,1,MYR,1,,
1/10/2024,Cash,🍜 Food,Lunch,,3.5,Expense,,3.5,MYR,3.5,,
1/10/2024,Cash,🍜 Food,Lunch,,5.5,Expense,,5.5,MYR,5.5,,
2/10/2024,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100,,
2/10/2024,Public Bank,Other,,Fees,1,Expense,,1,MYR,1,,
2/10/2024,Cash,🍜 Food,Lunch,,5.5,Expense,,5.5,MYR,5.5,,
2/10/2024,Cash,🍜 Food,Beverages,,1.8,Expense,,1.8,MYR,1.8,,
